State Code,State,Program Code,Program Name,Type of Program,Article Number,Article URL,Pathway
NH,New Hampshire,MATMES,Secondary Mathematics,Initial,2022,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NH-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/822, 
NH,New Hampshire,PBMA12,Secondary Mathematics,Initial,2022,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NH-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/822, 
NH,New Hampshire,MATSC12,Secondary Science,Initial,2023,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NH-Secondary-Science-Certification-and-Exam-Requirements/ta-p/823, 
NH,New Hampshire,MATSES,Secondary Science,Initial,2023,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NH-Secondary-Science-Certification-and-Exam-Requirements/ta-p/823, 
NH,New Hampshire,PBSC12,Secondary Science,Initial,2023,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NH-Secondary-Science-Certification-and-Exam-Requirements/ta-p/823, 
NH,New Hampshire,BASCB12,Secondary Science- Biology/Life Sciences,Initial,2023,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NH-Secondary-Science-Certification-and-Exam-Requirements/ta-p/823, 
NH,New Hampshire,BSSESB,Secondary Science- Biology/Life Sciences,Initial,2023,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NH-Secondary-Science-Certification-and-Exam-Requirements/ta-p/823, 
NH,New Hampshire,BASCH12,Secondary Science- Chemistry,Initial,2023,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NH-Secondary-Science-Certification-and-Exam-Requirements/ta-p/823, 
NH,New Hampshire,BSSESC,Secondary Science- Chemistry,Initial,2023,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NH-Secondary-Science-Certification-and-Exam-Requirements/ta-p/823, 
NH,New Hampshire,BASCG12,Secondary Science- Geology/Earth & Space Science,Initial,2023,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NH-Secondary-Science-Certification-and-Exam-Requirements/ta-p/823, 
NH,New Hampshire,BSSESE,Secondary Science- Geology/Earth & Space Science,Initial,2023,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NH-Secondary-Science-Certification-and-Exam-Requirements/ta-p/823, 
NH,New Hampshire,BASCPH12,Secondary Science- Physics,Initial,2023,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NH-Secondary-Science-Certification-and-Exam-Requirements/ta-p/823, 
NH,New Hampshire,BSSESP,Secondary Science- Physics,Initial,2023,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NH-Secondary-Science-Certification-and-Exam-Requirements/ta-p/823, 
NH,New Hampshire,MATSS12,Secondary Social Science,Initial,2021,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NH-Social-Science-Certification-and-Exam-Requirements/ta-p/820, 
NH,New Hampshire,PBSS12,Secondary Social Science,Initial,2021,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NH-Social-Science-Certification-and-Exam-Requirements/ta-p/820, 
NH,New Hampshire,BASS12,Social Science Education,Initial,2021,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NH-Social-Science-Certification-and-Exam-Requirements/ta-p/820, 
NH,New Hampshire,BASPMM,Special Education - Mild to Moderate,Initial,NO SH#,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NH-BA-Special-Education-Mild-to-Moderate-Certification-and-Exam/ta-p/8009, 
NH,New Hampshire,BASP,Special Education/Elementary Education,Initial,1966,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NH-BA-Special-Education-Elementary-Education-Certification-and/ta-p/1411, 
NH,New Hampshire,BASPEE,Special Education/Elementary Education,Initial,1966,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NH-BA-Special-Education-Elementary-Education-Certification-and/ta-p/1411, 
NH,New Hampshire,MSCIN,Curriculum and Instruction,Non-Licensure,0,EXEMPT, 
NH,New Hampshire,BAES,Educational Studies,Non-Licensure,0,EXEMPT, 
NH,New Hampshire,MAES,Educational Studies,Non-Licensure,0,EXEMPT, 
NH,New Hampshire,MEDID,Instructional Design,Non-Licensure,0,EXEMPT, 
NH,New Hampshire,MEDLT,Learning and Technology,Non-Licensure,0,EXEMPT, 
NH,New Hampshire,MAMEK6,Mathematics Education,Non-Licensure,0,EXEMPT, 
NH,New Hampshire,ENDELL,English as a Second Language,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NH,New Hampshire,MAELLP12,English as a Second Language,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NH,New Hampshire,MAME9,Foundational/Middle Grades Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NH,New Hampshire,MAMEMG,Foundational/Middle Grades Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NH,New Hampshire,MASE9,Foundational/Middle Grades Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NH,New Hampshire,MASEMG,Foundational/Middle Grades Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NH,New Hampshire,MAME12,Secondary Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NH,New Hampshire,MAMES,Secondary Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NH,New Hampshire,MASEB12,Secondary Science- Biology/Life Sciences,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NH,New Hampshire,MASESB,Secondary Science- Biology/Life Sciences,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NH,New Hampshire,MASECH12,Secondary Science- Chemistry,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NH,New Hampshire,MASESC,Secondary Science- Chemistry,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NH,New Hampshire,MASEG12,Secondary Science- Geology/Earth & Space Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NH,New Hampshire,MASESE,Secondary Science- Geology/Earth & Space Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NH,New Hampshire,MASEPH12,Secondary Science- Physics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NH,New Hampshire,MASESP,Secondary Science- Physics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NH,New Hampshire,MSSP,Special Education,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NJ,New Jersey,BAECE,Early Childhood Education,Initial,2138,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Early-Childhood-Education-Certification-and-Exam-Requirements/ta-p/1530, 
NJ,New Jersey,ENDEDL,Educational Leadership,Initial,1851,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Educational-Leadership-Certification-Requirements/ta-p/1492, 
NJ,New Jersey,ENDEDLST,Educational Leadership,Initial,1851,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Educational-Leadership-Certification-Requirements/ta-p/1492, 
NJ,New Jersey,ENDEDLSTE,Educational Leadership,Initial,1851,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Educational-Leadership-Certification-Requirements/ta-p/1492, 
NJ,New Jersey,ENDEDLSTS,Educational Leadership,Initial,1851,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Educational-Leadership-Certification-Requirements/ta-p/1492, 
NJ,New Jersey,MSEDL,Educational Leadership,Initial,1851,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Educational-Leadership-Certification-Requirements/ta-p/1492, 
NJ,New Jersey,MSEDLST,Educational Leadership,Initial,1851,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Educational-Leadership-Certification-Requirements/ta-p/1492, 
NJ,New Jersey,MSEDLSTE,Educational Leadership,Initial,1851,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Educational-Leadership-Certification-Requirements/ta-p/1492, 
NJ,New Jersey,MSEDLSTS,Educational Leadership,Initial,1851,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Educational-Leadership-Certification-Requirements/ta-p/1492, 
NJ,New Jersey,BAELED,Elementary Education,Initial,2139,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1527, 
NJ,New Jersey,BAISK8,Elementary Education,Initial,2139,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1527, 
NJ,New Jersey,MATELED,Elementary Education,Initial,2139,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1527, 
NJ,New Jersey,MATELK8,Elementary Education,Initial,2139,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1527, 
NJ,New Jersey,PBELED,Elementary Education,Initial,2139,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1527, 
NJ,New Jersey,PBELK8,Elementary Education,Initial,2139,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1527, 
NJ,New Jersey,BAMA9,Foundational/Middle Grades Mathematics,Initial,2140,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1534, 
NJ,New Jersey,BSMEMG,Foundational/Middle Grades Mathematics,Initial,2140,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1534, 
NJ,New Jersey,MATMA9,Foundational/Middle Grades Mathematics,Initial,2140,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1534, 
NJ,New Jersey,MATMEMG,Foundational/Middle Grades Mathematics,Initial,2140,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1534, 
NJ,New Jersey,PBMA9,Foundational/Middle Grades Mathematics,Initial,2140,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1534, 
NJ,New Jersey,BASC9,Foundational/Middle Grades Science,Initial,2141,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/1536, 
NJ,New Jersey,BSSEMG,Foundational/Middle Grades Science,Initial,2141,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/1536, 
NJ,New Jersey,MATSC9,Foundational/Middle Grades Science,Initial,2141,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/1536, 
NJ,New Jersey,PBSC9,Foundational/Middle Grades Science,Initial,2141,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/1536, 
NJ,New Jersey,MATEES,Secondary English,Initial,NO SH#,https://cm.wgu.edu/t5/Teacher-Licensure-Information/New-Jersey-MAT-in-Secondary-English-Exam-Requirements/ta-p/1788, 
NJ,New Jersey,MATENG12,Secondary English,Initial,NO SH#,https://cm.wgu.edu/t5/Teacher-Licensure-Information/New-Jersey-MAT-in-Secondary-English-Exam-Requirements/ta-p/1788, 
NJ,New Jersey,BAMA12,Secondary Mathematics,Initial,2143,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/827, 
NJ,New Jersey,BSMES,Secondary Mathematics,Initial,2143,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/827, 
NJ,New Jersey,MATMA12,Secondary Mathematics,Initial,2143,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/827, 
NJ,New Jersey,MATMES,Secondary Mathematics,Initial,2143,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/827, 
NJ,New Jersey,PBMA12,Secondary Mathematics,Initial,2143,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/827, 
NJ,New Jersey,MATSC12,Secondary Science,Initial,2144,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1538, 
NJ,New Jersey,MATSES,Secondary Science,Initial,2144,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1538, 
NJ,New Jersey,PBSC12,Secondary Science,Initial,2144,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1538, 
NJ,New Jersey,BASCB12,Secondary Science- Biology/Life Sciences,Initial,2144,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1538, 
NJ,New Jersey,BSSESB,Secondary Science- Biology/Life Sciences,Initial,2144,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1538, 
NJ,New Jersey,BASCH12,Secondary Science- Chemistry,Initial,2144,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1538, 
NJ,New Jersey,BSSESC,Secondary Science- Chemistry,Initial,2144,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1538, 
NJ,New Jersey,BASCG12,Secondary Science- Geology/Earth & Space Science,Initial,2144,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1538, 
NJ,New Jersey,BSSESE,Secondary Science- Geology/Earth & Space Science,Initial,2144,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1538, 
NJ,New Jersey,BASCPH12,Secondary Science- Physics,Initial,2144,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1538, 
NJ,New Jersey,BSSESP,Secondary Science- Physics,Initial,2144,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1538, 
NJ,New Jersey,MATSS12,Secondary Social Science,Initial,2142,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Secondary-Social-Science-Certification-and-Exam-Requirements/ta-p/1537, 
NJ,New Jersey,PBSS12,Secondary Social Science,Initial,2142,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Secondary-Social-Science-Certification-and-Exam-Requirements/ta-p/1537, 
NJ,New Jersey,BASS12,Social Science Education,Initial,2142,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-Secondary-Social-Science-Certification-and-Exam-Requirements/ta-p/1537, 
NJ,New Jersey,BASPMM,Special Education - Mild to Moderate,Initial,NO SH#,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-BA-Special-Education-Mild-to-Moderate-License-Not-Available/ta-p/8015, 
NJ,New Jersey,BASP,Special Education/Elementary Education,Initial,2081,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-BA-Special-Education-Elementary-Education-Certification-and/ta-p/1528, 
NJ,New Jersey,BASPEE,Special Education/Elementary Education,Initial,2081,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NJ-BA-Special-Education-Elementary-Education-Certification-and/ta-p/1528, 
NJ,New Jersey,MSCIN,Curriculum and Instruction,Non-Licensure,0,EXEMPT, 
NJ,New Jersey,BAES,Educational Studies,Non-Licensure,0,EXEMPT, 
NJ,New Jersey,MAES,Educational Studies,Non-Licensure,0,EXEMPT, 
NJ,New Jersey,MEDID,Instructional Design,Non-Licensure,0,EXEMPT, 
NJ,New Jersey,MEDLT,Learning and Technology,Non-Licensure,0,EXEMPT, 
NJ,New Jersey,MAMEK6,Mathematics Education,Non-Licensure,0,EXEMPT, 
NJ,New Jersey,ENDELL,English as a Second Language,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NJ,New Jersey,MAELLP12,English as a Second Language,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NJ,New Jersey,MAME9,Foundational/Middle Grades Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NJ,New Jersey,MAMEMG,Foundational/Middle Grades Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NJ,New Jersey,MASE9,Foundational/Middle Grades Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NJ,New Jersey,MASEMG,Foundational/Middle Grades Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NJ,New Jersey,MAME12,Secondary Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NJ,New Jersey,MAMES,Secondary Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NJ,New Jersey,MASEB12,Secondary Science- Biology/Life Sciences,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NJ,New Jersey,MASESB,Secondary Science- Biology/Life Sciences,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NJ,New Jersey,MASECH12,Secondary Science- Chemistry,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NJ,New Jersey,MASESC,Secondary Science- Chemistry,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NJ,New Jersey,MASEG12,Secondary Science- Geology/Earth & Space Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NJ,New Jersey,MASESE,Secondary Science- Geology/Earth & Space Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NJ,New Jersey,MASEPH12,Secondary Science- Physics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NJ,New Jersey,MASESP,Secondary Science- Physics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NJ,New Jersey,MSSP,Special Education,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
NM,New Mexico,BAECE,Early Childhood Education,Initial,2386,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Early-Childhood-Education-Certification-and-Exam-Requirements/ta-p/1137, 
NM,New Mexico,ENDEDL,Educational Leadership,Initial,1852,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Educational-Leadership-Certification-Requirements/ta-p/1494, 
NM,New Mexico,ENDEDLST,Educational Leadership,Initial,1852,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Educational-Leadership-Certification-Requirements/ta-p/1494, 
NM,New Mexico,ENDEDLSTE,Educational Leadership,Initial,1852,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Educational-Leadership-Certification-Requirements/ta-p/1494, 
NM,New Mexico,ENDEDLSTS,Educational Leadership,Initial,1852,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Educational-Leadership-Certification-Requirements/ta-p/1494, 
NM,New Mexico,MSEDL,Educational Leadership,Initial,1852,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Educational-Leadership-Certification-Requirements/ta-p/1494, 
NM,New Mexico,MSEDLST,Educational Leadership,Initial,1852,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Educational-Leadership-Certification-Requirements/ta-p/1494, 
NM,New Mexico,MSEDLSTE,Educational Leadership,Initial,1852,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Educational-Leadership-Certification-Requirements/ta-p/1494, 
NM,New Mexico,MSEDLSTS,Educational Leadership,Initial,1852,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Educational-Leadership-Certification-Requirements/ta-p/1494, 
NM,New Mexico,BAELED,Elementary Education,Initial,2387,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Educational-Leadership-Certification-Requirements/ta-p/1494, 
NM,New Mexico,BAISK8,Elementary Education,Initial,2387,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Educational-Leadership-Certification-Requirements/ta-p/1494, 
NM,New Mexico,MATELED,Elementary Education,Initial,2387,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Educational-Leadership-Certification-Requirements/ta-p/1494, 
NM,New Mexico,MATELK8,Elementary Education,Initial,2387,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Educational-Leadership-Certification-Requirements/ta-p/1494, 
NM,New Mexico,PBELED,Elementary Education,Initial,2387,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Educational-Leadership-Certification-Requirements/ta-p/1494, 
NM,New Mexico,PBELK8,Elementary Education,Initial,2387,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Educational-Leadership-Certification-Requirements/ta-p/1494, 
NM,New Mexico,BAMA9,Foundational/Middle Grades Mathematics,Initial,2388,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1120, 
NM,New Mexico,BSMEMG,Foundational/Middle Grades Mathematics,Initial,2388,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1120, 
NM,New Mexico,MATMA9,Foundational/Middle Grades Mathematics,Initial,2388,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1120, 
NM,New Mexico,MATMEMG,Foundational/Middle Grades Mathematics,Initial,2388,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1120, 
NM,New Mexico,PBMA9,Foundational/Middle Grades Mathematics,Initial,2388,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1120, 
NM,New Mexico,BASC9,Foundational/Middle Grades Science,Initial,2389,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/1122, 
NM,New Mexico,BSSEMG,Foundational/Middle Grades Science,Initial,2389,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/1122, 
NM,New Mexico,MATSC9,Foundational/Middle Grades Science,Initial,2389,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/1122, 
NM,New Mexico,PBSC9,Foundational/Middle Grades Science,Initial,2389,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/1122, 
NM,New Mexico,MATEES,Secondary English,Initial,NO SH#,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-MAT-in-Secondary-English-Exam-Requirements/ta-p/1790, 
NM,New Mexico,MATENG12,Secondary English,Initial,NO SH#,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-MAT-in-Secondary-English-Exam-Requirements/ta-p/1790, 
NM,New Mexico,BAMA12,Secondary Mathematics,Initial,2391,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/1123, 
NM,New Mexico,BSMES,Secondary Mathematics,Initial,2391,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/1123, 
NM,New Mexico,MATMA12,Secondary Mathematics,Initial,2391,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/1123, 
NM,New Mexico,MATMES,Secondary Mathematics,Initial,2391,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/1123, 
NM,New Mexico,PBMA12,Secondary Mathematics,Initial,2391,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/1123, 
NM,New Mexico,MATSC12,Secondary Science,Initial,2392,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1125, 
NM,New Mexico,MATSES,Secondary Science,Initial,2392,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1125, 
NM,New Mexico,PBSC12,Secondary Science,Initial,2392,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1125, 
NM,New Mexico,BASCB12,Secondary Science- Biology/Life Sciences,Initial,2392,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1125, 
NM,New Mexico,BSSESB,Secondary Science- Biology/Life Sciences,Initial,2392,https://cm.wgu.edu/t5/Teacher-Licensure-Information/NM-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1125, 
